"sound.files","selec","start","end","bottom.freq","top.freq","distance","signal.type","duration","frequency.modulation","amplitude.modulation","transect","site","frequency","treatment.replicates","reference","blur.ratio","envelope.correlation","excess.attenuation","SPL","signal.to.noise.ratio.t2","signal.to.noise.ratio","cross.correlation","spectral.blur.ratio","spectrum.correlation","tail.to.noise.ratio","tail.to.signal.ratio"
"200303-000.wav_340",1,0.04,0.240022675736903,0.3,0.7,1,"0.2_no.fm_no.am_no.harm_39_mx","long","no_fm","no.am","mx1","Mexico_DF",0.5,"frq:_0.5_dur:_long_no.am_no_fm","200303-000.wav_340-1",NA,NA,NA,59.6505150587778,39.3551903633682,39.4482425125453,NA,NA,NA,11.189313346604,-30.268730729856
"200303-001.wav_340",1,0.04,0.240022675736903,0.3,0.7,30,"0.2_no.fm_no.am_no.harm_39_mx","long","no_fm","no.am","mx1","Mexico_DF",0.5,"frq:_0.5_dur:_long_no.am_no_fm","200303-000.wav_340-1",0.0819584169893804,0.952732889792945,9.61450634789406,55.7057612239502,6.3860295466091,9.78774502888192,0.817781033967511,0.288935602896179,0.995835852512082,6.41538234620584,-6.86496588162104
"200303-009.wav_340",1,0.04,0.240022675736903,0.3,0.7,30,"0.2_no.fm_no.am_no.harm_39_mx","long","no_fm","no.am","mx1","Mexico_DF",0.5,"frq:_0.5_dur:_long_no.am_no_fm","200303-000.wav_340-1",0.0444623269891638,0.983543106639154,5.76997371034687,57.0219630115479,11.3324704452139,13.4171184877327,0.911089262989893,0.219543511474126,0.998987871288278,1.58294731771531,-15.0823443439158
"200303-011.wav_340",1,0.04,0.240022675736903,0.3,0.7,30,"0.2_no.fm_no.am_no.harm_39_mx","long","no_fm","no.am","mx2","Mexico_DF",0.5,"frq:_0.5_dur:_long_no.am_no_fm","200303-000.wav_340-1",0.096168481707565,0.934675412090845,10.7152118828962,55.8520726436163,-12.9295944444065,1.76764217570298,0.866119376877486,0.283439989758894,0.998803894106406,-3.17154789041758,-8.91491554898242
"200303-012.wav_340",1,0.04,0.240022675736903,0.3,0.7,30,"0.2_no.fm_no.am_no.harm_39_mx","long","no_fm","no.am","mx2","Mexico_DF",0.5,"frq:_0.5_dur:_long_no.am_no_fm","200303-000.wav_340-1",0.0846149941790696,0.945742953634205,19.6006309587797,53.509759011985,-0.208176367116953,5.91713539011196,0.863912865149717,0.330040420407388,0.998198940051046,0.238190329361086,-5.42299330147654
"200303-026.wav_340",1,0.04,0.240022675736903,0.3,0.7,30,"0.2_no.fm_no.am_no.harm_39_mx","long","no_fm","no.am","mx3","Mexico_DF",0.5,"frq:_0.5_dur:_long_no.am_no_fm","200303-000.wav_340-1",0.0989470827574553,0.92155492152008,10.528636393886,55.280565312153,-16.6224645182268,1.19527178823497,0.870768932456883,0.321103634625007,0.996521363056576,5.8810968753572,-1.57943439863169
"200303-027.wav_340",1,0.04,0.240022675736903,0.3,0.7,30,"0.2_no.fm_no.am_no.harm_39_mx","long","no_fm","no.am","mx3","Mexico_DF",0.5,"frq:_0.5_dur:_long_no.am_no_fm","200303-000.wav_340-1",0.0533916482726011,0.980432594392135,2.83574464433198,58.3163974116041,4.26834631271386,8.41436598172976,0.927381149647307,0.160122477109767,0.999864190471148,-1.65983089640837,-14.3259511407229
"200303-000.wav_305",1,0.04,0.240022675736989,6.8,7.2,1,"0.2_no.fm_no.am_no.harm_4_mx","long","no_fm","no.am","mx1","Mexico_DF",7,"frq:_7_dur:_long_no.am_no_fm","200303-000.wav_305-1",NA,NA,NA,59.0511102750825,46.2804659459865,46.3225133705414,NA,NA,NA,4.37937743045958,-40.4222693592614
"200303-001.wav_305",1,0.04,0.240022675737003,6.8,7.2,30,"0.2_no.fm_no.am_no.harm_4_mx","long","no_fm","no.am","mx1","Mexico_DF",7,"frq:_7_dur:_long_no.am_no_fm","200303-000.wav_305-1",0.0341127800975842,0.992892722268718,18.1837357001025,53.2870730835863,22.7128053424885,23.326212195196,0.989814208541146,0.0272560484403375,0.999943322497678,1.47974261813802,-22.1082522284751
"200303-009.wav_305",1,0.04,0.240022675737003,6.8,7.2,30,"0.2_no.fm_no.am_no.harm_4_mx","long","no_fm","no.am","mx1","Mexico_DF",7,"frq:_7_dur:_long_no.am_no_fm","200303-000.wav_305-1",0.0450720361071759,0.985013498199686,27.9154038524216,51.690714197526,15.938407031117,17.2246998896923,0.969307573442992,0.0863836102331174,0.999952694669902,-4.15271594562387,-18.0569570348634
"200303-011.wav_305",1,0.04,0.240022675737003,6.8,7.2,30,"0.2_no.fm_no.am_no.harm_4_mx","long","no_fm","no.am","mx2","Mexico_DF",7,"frq:_7_dur:_long_no.am_no_fm","200303-000.wav_305-1",0.0946828828254095,0.939328330029659,32.6119093995786,52.349650868313,5.26585504238781,9.04661754055572,0.931445545724509,0.194734758046671,0.999857023943733,3.49208489290916,-7.8834544115273
"200303-012.wav_305",1,0.04,0.240022675737003,6.8,7.2,30,"0.2_no.fm_no.am_no.harm_4_mx","long","no_fm","no.am","mx2","Mexico_DF",7,"frq:_7_dur:_long_no.am_no_fm","200303-000.wav_305-1",0.0684700406222793,0.963731359952043,30.9926007379785,52.5961965370225,7.16563032016722,10.3222970053693,0.933278906565709,0.194200412834524,0.999708507698751,2.04704034313317,-10.8445336514518
"200303-026.wav_305",1,0.04,0.240022675737017,6.8,7.2,30,"0.2_no.fm_no.am_no.harm_4_mx","long","no_fm","no.am","mx3","Mexico_DF",7,"frq:_7_dur:_long_no.am_no_fm","200303-000.wav_305-1",0.0464008850706396,0.984102216450449,21.0916181161093,53.2930792640089,16.587786208877,17.7875240790887,0.984411582897933,0.0640126713868418,0.999940298328621,0.0451672724873846,-21.7567794715495
"200303-027.wav_305",1,0.04,0.240022675736989,6.8,7.2,30,"0.2_no.fm_no.am_no.harm_4_mx","long","no_fm","no.am","mx3","Mexico_DF",7,"frq:_7_dur:_long_no.am_no_fm","200303-000.wav_305-1",0.232386820475354,0.661787950863821,47.7657029068222,53.096310213233,1.51613032230016,6.81170341336906,0.797430731000592,0.263171188143082,0.99990193674844,5.63743079225635,-1.9155342672732
"200303-000.wav_341",1,0.04,0.240022675737017,4.3,4.7,1,"0.2_no.fm_no.am_no.harm_40_mx","long","no_fm","no.am","mx1","Mexico_DF",4.5,"frq:_4.5_dur:_long_no.am_no_fm","200303-000.wav_341-1",NA,NA,NA,58.4820373111583,45.0476689926645,45.0961106788988,NA,NA,NA,7.83151088414268,-33.5108399088971
"200303-001.wav_341",1,0.04,0.240022675737003,4.3,4.7,30,"0.2_no.fm_no.am_no.harm_40_mx","long","no_fm","no.am","mx1","Mexico_DF",4.5,"frq:_4.5_dur:_long_no.am_no_fm","200303-000.wav_341-1",0.0473466385057582,0.984999816744212,9.32783548940689,55.4224231434744,22.6305773033887,23.2496156789513,0.971655904090672,0.0301762449545147,0.999804933164436,11.8547928886942,-12.4483244459666
"200303-009.wav_341",1,0.04,0.240022675737003,4.3,4.7,30,"0.2_no.fm_no.am_no.harm_40_mx","long","no_fm","no.am","mx1","Mexico_DF",4.5,"frq:_4.5_dur:_long_no.am_no_fm","200303-000.wav_341-1",0.0891482544041404,0.949329792191237,34.5081084818537,51.0259810704828,-0.305620793664524,5.86913363972565,0.903058796711393,0.205678358511832,0.999408297220089,0.538565265260628,-4.01143412205044
"200303-011.wav_341",1,0.04,0.240022675737003,4.3,4.7,30,"0.2_no.fm_no.am_no.harm_40_mx","long","no_fm","no.am","mx2","Mexico_DF",4.5,"frq:_4.5_dur:_long_no.am_no_fm","200303-000.wav_341-1",0.0813918569444696,0.957598017053828,39.5595032996576,52.8200155837238,3.91267574933834,8.19541454255052,0.874109735642683,0.212424445378565,0.999398548245986,7.45213037320782,-1.02218199642896
"200303-012.wav_341",1,0.04,0.240022675737003,4.3,4.7,30,"0.2_no.fm_no.am_no.harm_40_mx","long","no_fm","no.am","mx2","Mexico_DF",4.5,"frq:_4.5_dur:_long_no.am_no_fm","200303-000.wav_341-1",0.0753773359182639,0.958148934878571,29.242566332944,52.7515514188168,7.60506068997526,10.6301683650134,0.935194182914941,0.197514149402596,0.999846693376018,0.0845734162837654,-9.22177738916895
"200303-026.wav_341",1,0.04,0.240022675736989,4.3,4.7,30,"0.2_no.fm_no.am_no.harm_40_mx","long","no_fm","no.am","mx3","Mexico_DF",4.5,"frq:_4.5_dur:_long_no.am_no_fm","200303-000.wav_341-1",0.0630531176692232,0.96441647617154,11.6065441188934,54.3080727435164,16.739006379547,17.9193825958895,0.964431355367007,0.0589344598194211,0.999798440530827,11.681448829893,-8.52244754157784
"200303-027.wav_341",1,0.04,0.240022675737017,4.3,4.7,30,"0.2_no.fm_no.am_no.harm_40_mx","long","no_fm","no.am","mx3","Mexico_DF",4.5,"frq:_4.5_dur:_long_no.am_no_fm","200303-000.wav_341-1",0.113517885869826,0.894476141821459,23.4519102865767,53.6991173443997,-6.7018439432957,3.3006278616506,0.878556099250558,0.231170392245011,0.998850721498494,-1.88001303373253,-6.37156684911216
"200303-000.wav_342",1,0.04,0.240022675737017,6.3,6.7,1,"0.2_no.fm_no.am_no.harm_41_mx","long","no_fm","no.am","mx1","Mexico_DF",6.5,"frq:_6.5_dur:_long_no.am_no_fm","200303-000.wav_342-1",NA,NA,NA,59.8088161290493,40.8163966099633,40.8951057670777,NA,NA,NA,0.611338548298222,-41.6292665462363
"200303-001.wav_342",1,0.04,0.240022675737003,6.3,6.7,30,"0.2_no.fm_no.am_no.harm_41_mx","long","no_fm","no.am","mx1","Mexico_DF",6.5,"frq:_6.5_dur:_long_no.am_no_fm","200303-000.wav_342-1",0.0316905560581798,0.991959028979242,23.5635498585397,53.3837314435603,5.86059359033606,9.43608238432106,0.985089980436935,0.044956566696341,0.99946101921617,-12.2751614259968,-28.1477422107647
"200303-009.wav_342",1,0.04,0.240022675737003,6.3,6.7,30,"0.2_no.fm_no.am_no.harm_41_mx","long","no_fm","no.am","mx1","Mexico_DF",6.5,"frq:_6.5_dur:_long_no.am_no_fm","200303-000.wav_342-1",0.0247829397833468,0.993861785142643,22.6849405904115,53.5736828252282,9.4715212365762,11.9880762690959,0.981582068544459,0.0957095705194747,0.999889957357071,-1.21555581281996,-16.0076298060546
"200303-011.wav_342",1,0.04,0.240022675737003,6.3,6.7,30,"0.2_no.fm_no.am_no.harm_41_mx","long","no_fm","no.am","mx2","Mexico_DF",6.5,"frq:_6.5_dur:_long_no.am_no_fm","200303-000.wav_342-1",0.115857953178842,0.903029800086913,51.7278862217649,50.7039228306931,-3.5643693592908,4.41998231904095,0.840830679903018,0.217946812862879,0.999290803144159,2.50483914309215,-6.00994427951088
"200303-012.wav_342",1,0.04,0.240022675737003,6.3,6.7,30,"0.2_no.fm_no.am_no.harm_41_mx","long","no_fm","no.am","mx2","Mexico_DF",6.5,"frq:_6.5_dur:_long_no.am_no_fm","200303-000.wav_342-1",0.0519023983960501,0.981512668886145,38.0419661790623,52.7823370044743,7.34308808438086,10.4460648416263,0.962919807589611,0.124715052715128,0.999897474027153,-8.09029766749761,-19.7846214797875
"200303-026.wav_342",1,0.04,0.240022675736989,6.3,6.7,30,"0.2_no.fm_no.am_no.harm_41_mx","long","no_fm","no.am","mx3","Mexico_DF",6.5,"frq:_6.5_dur:_long_no.am_no_fm","200303-000.wav_342-1",0.113348683390601,0.905315608528454,37.153920413042,52.2693184078951,-26.1560630052709,0.417383039259008,0.886008529949615,0.201196961205673,0.999767116384268,-5.33942815362615,-9.24432281923625
"200303-027.wav_342",1,0.04,0.240022675737017,6.3,6.7,30,"0.2_no.fm_no.am_no.harm_41_mx","long","no_fm","no.am","mx3","Mexico_DF",6.5,"frq:_6.5_dur:_long_no.am_no_fm","200303-000.wav_342-1",0.202474755990112,0.755705038759988,53.8800347148131,50.5949121490562,-10.3627219439683,2.30084830863467,0.67152537189219,0.354481850927537,0.996351030110338,4.9875907935647,2.15665491279794
"200303-000.wav_343",1,0.04,0.240022675736932,8.3,8.7,1,"0.2_no.fm_no.am_no.harm_42_mx","long","no_fm","no.am","mx1","Mexico_DF",8.5,"frq:_8.5_dur:_long_no.am_no_fm","200303-000.wav_343-1",NA,NA,NA,59.4648793789394,32.5334943138002,32.7362905180242,NA,NA,NA,-14.5665545009559,-53.3144617026684
"200303-001.wav_343",1,0.04,0.240022675736903,8.3,8.7,30,"0.2_no.fm_no.am_no.harm_42_mx","long","no_fm","no.am","mx1","Mexico_DF",8.5,"frq:_8.5_dur:_long_no.am_no_fm","200303-000.wav_343-1",0.0286255522907125,0.994169209315532,20.5094318210286,54.2076316050092,23.2820277144114,23.8577850507002,0.99193022661949,0.033341575256465,0.999584963372993,-6.45688064631189,-27.123554025833
"200303-009.wav_343",1,0.04,0.240022675736903,8.3,8.7,30,"0.2_no.fm_no.am_no.harm_42_mx","long","no_fm","no.am","mx1","Mexico_DF",8.5,"frq:_8.5_dur:_long_no.am_no_fm","200303-000.wav_343-1",0.0640871839224485,0.968584786365585,43.6653236670552,52.444466506412,4.14484011029403,8.3379449470444,0.940882775860636,0.172990781750432,0.999905285682059,0.43966129957244,-11.0883013895659
"200303-011.wav_343",1,0.04,0.240022675736903,8.3,8.7,30,"0.2_no.fm_no.am_no.harm_42_mx","long","no_fm","no.am","mx2","Mexico_DF",8.5,"frq:_8.5_dur:_long_no.am_no_fm","200303-000.wav_343-1",0.0545143690595639,0.972288872307264,55.9900878506998,50.6928595459696,0.469227254983678,6.25838171723993,0.884923804774169,0.274704898889216,0.998259306309898,4.75232260859617,-5.36436536997353
"200303-012.wav_343",1,0.04,0.240022675736903,8.3,8.7,30,"0.2_no.fm_no.am_no.harm_42_mx","long","no_fm","no.am","mx2","Mexico_DF",8.5,"frq:_8.5_dur:_long_no.am_no_fm","200303-000.wav_343-1",0.122675317606927,0.888027816382485,78.7159950068472,54.1395139138358,NA,-0.156473682942999,0.7884811410476,0.343190960937354,0.989252632205189,-0.180902173107279,-1.68920416338663
"200303-026.wav_343",1,0.04,0.240022675736903,8.3,8.7,30,"0.2_no.fm_no.am_no.harm_42_mx","long","no_fm","no.am","mx3","Mexico_DF",8.5,"frq:_8.5_dur:_long_no.am_no_fm","200303-000.wav_343-1",0.0768411633135497,0.93610123031769,48.4506880320875,52.455208238621,1.54199934611157,6.82577349032219,0.88664983673671,0.239366764660007,0.999396478895467,0.641462582177144,-7.34771049418477
"200303-027.wav_343",1,0.04,0.240022675736903,8.3,8.7,30,"0.2_no.fm_no.am_no.harm_42_mx","long","no_fm","no.am","mx3","Mexico_DF",8.5,"frq:_8.5_dur:_long_no.am_no_fm","200303-000.wav_343-1",0.1654054325263,0.862710167815084,52.0280709679507,53.8334525533661,NA,-1.96510938746578,0.807403530018924,0.318146687944847,0.998163167127673,0.76255406945868,-3.39044475075761
"200303-000.wav_344",1,0.04,0.240022675737017,6.3,6.7,1,"0.2_no.fm_no.am_no.harm_43_mx","long","no_fm","no.am","mx1","Mexico_DF",6.5,"frq:_6.5_dur:_long_no.am_no_fm","200303-000.wav_344-1",NA,NA,NA,59.7823783610235,54.1869933981172,54.2039383735609,NA,NA,NA,5.98166017518305,-40.88338586845
"200303-001.wav_344",1,0.04,0.240022675737003,6.3,6.7,30,"0.2_no.fm_no.am_no.harm_43_mx","long","no_fm","no.am","mx1","Mexico_DF",6.5,"frq:_6.5_dur:_long_no.am_no_fm","200303-000.wav_344-1",0.0187917075304611,0.997242650471193,24.7781607641505,52.6948277251473,25.4898272109769,25.9396372736383,0.993097086048737,0.0419518527385546,0.999977251548481,-0.09444015268318,-21.6001409167255
"200303-009.wav_344",1,0.04,0.240022675737003,6.3,6.7,30,"0.2_no.fm_no.am_no.harm_43_mx","long","no_fm","no.am","mx1","Mexico_DF",6.5,"frq:_6.5_dur:_long_no.am_no_fm","200303-000.wav_344-1",0.0495600269549587,0.9828080458621,29.6310037846633,52.2407624098211,12.0734175631273,14.0051838290558,0.955471156923443,0.115126883762688,0.99999866302239,-1.38453331724931,-15.456243275934
"200303-011.wav_344",1,0.04,0.240022675737003,6.3,6.7,30,"0.2_no.fm_no.am_no.harm_43_mx","long","no_fm","no.am","mx2","Mexico_DF",6.5,"frq:_6.5_dur:_long_no.am_no_fm","200303-000.wav_344-1",0.0635982518631165,0.971588393502393,37.4041165909475,53.2433049272594,6.19158055829601,9.65678533939791,0.937430861745794,0.186991006892107,0.999854830011208,2.79021749581761,-7.47723090585691
"200303-012.wav_344",1,0.04,0.240022675737003,6.3,6.7,30,"0.2_no.fm_no.am_no.harm_43_mx","long","no_fm","no.am","mx2","Mexico_DF",6.5,"frq:_6.5_dur:_long_no.am_no_fm","200303-000.wav_344-1",0.136041638191197,0.890242820405688,54.2767791496293,52.7909625343983,11.4793946663501,13.5329006110379,0.879625739923339,0.155744906836331,0.999926514256016,0.615137586380885,-13.083940868554
"200303-026.wav_344",1,0.04,0.240022675737017,6.3,6.7,30,"0.2_no.fm_no.am_no.harm_43_mx","long","no_fm","no.am","mx3","Mexico_DF",6.5,"frq:_6.5_dur:_long_no.am_no_fm","200303-000.wav_344-1",0.063346631332104,0.974652625838071,31.4541009176696,53.3695002942081,8.57709800881505,11.3274472422247,0.95794250595738,0.168887664545425,0.999654152841578,1.58126086234416,-11.965312760748
"200303-027.wav_344",1,0.04,0.240022675736989,6.3,6.7,30,"0.2_no.fm_no.am_no.harm_43_mx","long","no_fm","no.am","mx3","Mexico_DF",6.5,"frq:_6.5_dur:_long_no.am_no_fm","200303-000.wav_344-1",0.133729778022871,0.867314285375544,54.2025254634995,51.1289005685111,-9.9710582082308,2.39358312207171,0.752329380590113,0.349558662700253,0.999173503544687,4.27203144544389,-3.16600575786715
"200303-000.wav_345",1,0.04,0.240022675736903,3.3,3.7,1,"0.2_no.fm_no.am_no.harm_44_mx","long","no_fm","no.am","mx1","Mexico_DF",3.5,"frq:_3.5_dur:_long_no.am_no_fm","200303-000.wav_345-1",NA,NA,NA,60.0590823421084,46.489790501225,46.5308390835972,NA,NA,NA,-0.362608209086837,-44.8909176494902
"200303-001.wav_345",1,0.04,0.240022675736903,3.3,3.7,30,"0.2_no.fm_no.am_no.harm_44_mx","long","no_fm","no.am","mx1","Mexico_DF",3.5,"frq:_3.5_dur:_long_no.am_no_fm","200303-000.wav_345-1",0.0258371925272726,0.994368210550455,11.9406126030167,55.7512759587441,12.4668606986541,14.321581238918,0.986684481465148,0.0377111081006915,0.99987187181052,6.73801544038608,-13.9123893937397
"200303-009.wav_345",1,0.04,0.240022675736903,3.3,3.7,30,"0.2_no.fm_no.am_no.harm_44_mx","long","no_fm","no.am","mx1","Mexico_DF",3.5,"frq:_3.5_dur:_long_no.am_no_fm","200303-000.wav_345-1",0.0259520833387576,0.994907493672355,15.4845610931757,54.8483276657538,8.20663409091171,11.0591037360939,0.95329578683074,0.111159285758378,0.999996295589915,-0.753439614713626,-13.1738567947938
"200303-011.wav_345",1,0.04,0.240022675736903,3.3,3.7,30,"0.2_no.fm_no.am_no.harm_44_mx","long","no_fm","no.am","mx2","Mexico_DF",3.5,"frq:_3.5_dur:_long_no.am_no_fm","200303-000.wav_345-1",0.0635868489713862,0.973484720664812,18.8510570944213,53.7992618662686,9.34589212707857,11.8942185670241,0.963895518141673,0.105110945594541,0.999978638215332,0.903776389061411,-11.8215284539624
"200303-012.wav_345",1,0.04,0.240022675736903,3.3,3.7,30,"0.2_no.fm_no.am_no.harm_44_mx","long","no_fm","no.am","mx2","Mexico_DF",3.5,"frq:_3.5_dur:_long_no.am_no_fm","200303-000.wav_345-1",0.0408113172528353,0.982979560830979,29.9540069241796,53.179262183543,7.63690721806965,10.6526610177143,0.979380887948171,0.0864860624832587,0.999948798594191,2.37914910657932,-11.8502366772138
"200303-026.wav_345",1,0.04,0.240022675736903,3.3,3.7,30,"0.2_no.fm_no.am_no.harm_44_mx","long","no_fm","no.am","mx3","Mexico_DF",3.5,"frq:_3.5_dur:_long_no.am_no_fm","200303-000.wav_345-1",0.147324199582046,0.859869012255465,19.0091308417236,53.3946456624379,7.10669604709015,10.2813629263901,0.867527810500502,0.141465382204853,0.999388999014015,9.45985608376286,-2.02736229069532
"200303-027.wav_345",1,0.04,0.240022675736903,3.3,3.7,30,"0.2_no.fm_no.am_no.harm_44_mx","long","no_fm","no.am","mx3","Mexico_DF",3.5,"frq:_3.5_dur:_long_no.am_no_fm","200303-000.wav_345-1",0.0530801693255843,0.970183545696193,15.5807194435093,54.4152406319361,7.92760105920016,10.8590872464801,0.955505146824163,0.167526445783595,0.999915249501441,2.02420309210008,-10.3021975573174
"200303-000.wav_346",1,0.04,0.240022675736989,9.8,10.2,1,"0.2_no.fm_no.am_no.harm_45_mx","long","no_fm","no.am","mx1","Mexico_DF",10,"frq:_10_dur:_long_no.am_no_fm","200303-000.wav_346-1",NA,NA,NA,57.9827604219236,42.8086236797087,42.8712585683735,NA,NA,NA,-2.28471504565467,-35.1899138580903
"200303-001.wav_346",1,0.04,0.240022675737003,9.8,10.2,30,"0.2_no.fm_no.am_no.harm_45_mx","long","no_fm","no.am","mx1","Mexico_DF",10,"frq:_10_dur:_long_no.am_no_fm","200303-000.wav_346-1",0.0261316348880165,0.993611358637599,55.5462359980194,52.5190285283282,6.54997129647507,9.89889950523362,0.959236636281086,0.163450943762382,0.999630636241216,-2.08069450762813,-15.0433099400483
"200303-009.wav_346",1,0.04,0.240022675737003,9.8,10.2,30,"0.2_no.fm_no.am_no.harm_45_mx","long","no_fm","no.am","mx1","Mexico_DF",10,"frq:_10_dur:_long_no.am_no_fm","200303-000.wav_346-1",0.0587594115544625,0.975551402325706,61.2766314337124,51.9164729301014,NA,-1.56581134298138,0.876212134247562,0.26498623647249,0.998000251234057,0.262581951222122,-3.38940839266913
"200303-011.wav_346",1,0.04,0.240022675737003,9.8,10.2,30,"0.2_no.fm_no.am_no.harm_45_mx","long","no_fm","no.am","mx2","Mexico_DF",10,"frq:_10_dur:_long_no.am_no_fm","200303-000.wav_346-1",0.0794873953702099,0.920484167206333,64.551525556337,52.0829240151964,-22.9102821305592,0.600083579974739,0.762749918903902,0.427561161953062,0.994104290172127,-3.7090866375109,-4.42534134016211
"200303-012.wav_346",1,0.04,0.240022675737003,9.8,10.2,30,"0.2_no.fm_no.am_no.harm_45_mx","long","no_fm","no.am","mx2","Mexico_DF",10,"frq:_10_dur:_long_no.am_no_fm","200303-000.wav_346-1",0.227701403150778,0.725323120668958,95.6337918776734,53.5573529070683,-17.048364147119,1.14167290453683,0.499380138228886,0.43737382103227,0.993339430511363,-5.59125964643993,-3.46012195225703
"200303-026.wav_346",1,0.04,0.240022675736989,9.8,10.2,30,"0.2_no.fm_no.am_no.harm_45_mx","long","no_fm","no.am","mx3","Mexico_DF",10,"frq:_10_dur:_long_no.am_no_fm","200303-000.wav_346-1",0.146205869979283,0.837560652821488,75.7154260411072,51.1950603067823,-5.44626096028549,3.71752165920442,0.504307747935124,0.45901967324662,0.98077850745396,-6.28687889565666,-6.66243685693076
"200303-027.wav_346",1,0.04,0.240022675737017,9.8,10.2,30,"0.2_no.fm_no.am_no.harm_45_mx","long","no_fm","no.am","mx3","Mexico_DF",10,"frq:_10_dur:_long_no.am_no_fm","200303-000.wav_346-1",0.133880677612578,0.882123630424255,65.0406326454433,53.847521862435,-2.92301017199934,4.68147684914605,0.61092202705884,0.388091643787397,0.988839170049811,-1.05342869880816,-1.24088278274012
"200303-000.wav_347",1,0.04,0.240022675736989,8.8,9.2,1,"0.2_no.fm_no.am_no.harm_46_mx","long","no_fm","no.am","mx1","Mexico_DF",9,"frq:_9_dur:_long_no.am_no_fm","200303-000.wav_347-1",NA,NA,NA,58.8782155530795,50.2853336918311,50.3118726566859,NA,NA,NA,4.21922585089515,-33.3450582557616
"200303-001.wav_347",1,0.04,0.240022675737003,8.8,9.2,30,"0.2_no.fm_no.am_no.harm_46_mx","long","no_fm","no.am","mx1","Mexico_DF",9,"frq:_9_dur:_long_no.am_no_fm","200303-000.wav_347-1",0.0198895564925631,0.992695302865014,26.4265945576988,53.5577992166963,20.961533439868,21.706242925404,0.988511902108142,0.060554681079483,0.999916041318076,-3.65690749049922,-19.1361705675325
"200303-009.wav_347",1,0.04,0.240022675737003,8.8,9.2,30,"0.2_no.fm_no.am_no.harm_46_mx","long","no_fm","no.am","mx1","Mexico_DF",9,"frq:_9_dur:_long_no.am_no_fm","200303-000.wav_347-1",0.0671678384001516,0.966822666828992,37.7904326559213,53.7172331060326,8.8220480004755,11.506595138693,0.956097629587429,0.148304090394909,0.999952691804921,-2.80575868254015,-9.5385625412883
"200303-011.wav_347",1,0.04,0.240022675737003,8.8,9.2,30,"0.2_no.fm_no.am_no.harm_46_mx","long","no_fm","no.am","mx2","Mexico_DF",9,"frq:_9_dur:_long_no.am_no_fm","200303-000.wav_347-1",0.0536359996056344,0.970476788725917,50.7935328068925,53.7075986237657,-3.83595476448636,4.31268308569064,0.943477626726901,0.30212462217531,0.999959080063933,3.67642147583456,0.629390825960966
"200303-012.wav_347",1,0.04,0.240022675737003,8.8,9.2,30,"0.2_no.fm_no.am_no.harm_46_mx","long","no_fm","no.am","mx2","Mexico_DF",9,"frq:_9_dur:_long_no.am_no_fm","200303-000.wav_347-1",0.131918445054541,0.851834208624788,115.453279338767,42.5486629451004,-5.36717948332062,3.74513847317433,0.781674023330553,0.418759786045233,0.996007104277418,2.05672294027535,-2.30309185246921
"200303-026.wav_347",1,0.04,0.240022675736989,8.8,9.2,30,"0.2_no.fm_no.am_no.harm_46_mx","long","no_fm","no.am","mx3","Mexico_DF",9,"frq:_9_dur:_long_no.am_no_fm","200303-000.wav_347-1",0.0599922060043139,0.955932200431222,49.4548187356876,52.5906382066499,-0.557760523913282,5.74619592518858,0.932343191033022,0.220334432202331,0.999823869228532,2.22188424256615,-3.55511620055404
"200303-027.wav_347",1,0.04,0.240022675737017,8.8,9.2,30,"0.2_no.fm_no.am_no.harm_46_mx","long","no_fm","no.am","mx3","Mexico_DF",9,"frq:_9_dur:_long_no.am_no_fm","200303-000.wav_347-1",0.17721025497704,0.82855708244114,60.5976655088984,52.9557439005561,-10.8677969634887,2.18590542475517,0.796122217099937,0.341422395442502,0.998432431221079,-4.6692841129609,-6.14342500819537
"200303-000.wav_348",1,0.04,0.240022675736875,7.8,8.2,1,"0.2_no.fm_no.am_no.harm_47_mx","long","no_fm","no.am","mx1","Mexico_DF",8,"frq:_8_dur:_long_no.am_no_fm","200303-000.wav_348-1",NA,NA,NA,59.8212407557783,54.8638645783668,54.879540357098,NA,NA,NA,5.33554230870024,-39.1533102344795
"200303-001.wav_348",1,0.04,0.240022675736903,7.8,8.2,30,"0.2_no.fm_no.am_no.harm_47_mx","long","no_fm","no.am","mx1","Mexico_DF",8,"frq:_8_dur:_long_no.am_no_fm","200303-000.wav_348-1",0.0140062431178344,0.99725995767829,28.886653417245,52.3296918976141,20.1503803516673,20.9646701923296,0.990269385741369,0.0406520462371557,0.999975880215017,-1.80634742151578,-20.9881235593332
"200303-009.wav_348",1,0.04,0.240022675736903,7.8,8.2,30,"0.2_no.fm_no.am_no.harm_47_mx","long","no_fm","no.am","mx1","Mexico_DF",8,"frq:_8_dur:_long_no.am_no_fm","200303-000.wav_348-1",0.0357747516702439,0.986032778311918,28.6200959223229,53.2167146126019,14.9890929114477,16.4123775899234,0.963740501873147,0.132404183628714,0.999905858122583,-2.99648316551177,-17.4848951356309
"200303-011.wav_348",1,0.04,0.240022675736903,7.8,8.2,30,"0.2_no.fm_no.am_no.harm_47_mx","long","no_fm","no.am","mx2","Mexico_DF",8,"frq:_8_dur:_long_no.am_no_fm","200303-000.wav_348-1",0.0672367338846703,0.959632739073247,32.5621547972334,53.3558913104035,8.3271626215639,11.146061292064,0.940927685598049,0.183675169080419,0.999826465262888,-1.60457798476969,-14.249987963837
